from_stop_I,to_stop_I,d,duration_avg,n_vehicles,route_type,d_walk,iswalk,route_importance,Price,rush_hour,star_reviews,Duration_Walk_min
2123,3597,118,30.48387097,31,5,184,TRUE,1,2.36,No rush hours,1,2.3
2124,4205,269,46.44680851,47,6,281,TRUE,1,5.38,"9:00,12:00,16:00",2,3.5125
2125,1135,93,14.2826087,46,6,0,FALSE,1,1.86,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,0
2126,2128,138,25.97916667,96,0,140,TRUE,3,8.28,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,1.75
2127,3266,141,21.96116505,103,1,144,TRUE,4,11.28,"9:00,12:00,16:00",0,1.8
2128,4687,194,36.41666667,96,6,196,TRUE,1,3.88,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,2.45
2129,2127,244,38.2038835,103,7,0,FALSE,1,4.88,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
2130,2132,174,31.97916667,96,2,176,TRUE,5,17.4,"9:00,12:00,16:00",1,2.2
2131,4595,328,39,6,3,335,TRUE,3,19.68,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,4.1875
2132,2126,225,41.39583333,96,3,0,FALSE,3,13.5,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,0
2133,4537,208,32.50485437,103,4,211,TRUE,2,8.32,No rush hours,1,2.6375
2134,2141,195,45,8,9,204,TRUE,3,11.7,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,2.55
2135,2136,313,84,7,2,358,TRUE,5,31.3,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,4.475
2136,4211,390,104,7,7,438,TRUE,1,7.8,"9:00,12:00,16:00",3,5.475
2137,2134,309,81,8,3,0,FALSE,3,18.54,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,0
2138,2140,195,47,7,9,227,TRUE,3,11.7,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,2.8375
2139,2129,149,29.67647059,68,3,0,FALSE,3,8.94,"9:00,12:00,16:00",3,0
2140,2135,189,45,7,8,0,FALSE,5,18.9,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,0
2141,390,214,49,8,7,0,FALSE,1,4.28,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,0
2142,5022,273,52.81818182,11,6,313,TRUE,1,5.46,"9:00,12:00,16:00",2,3.9125
2143,2144,253,35.81818182,11,1,261,TRUE,4,20.24,No rush hours,2,3.2625
2144,1010,148,25.18181818,11,3,0,FALSE,3,8.88,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,0
2145,3418,147,25,6,7,162,TRUE,1,2.94,"9:00,12:00,16:00",4,2.025
2146,1518,238,40.1875,48,3,0,FALSE,3,14.28,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,0
2147,2149,137,23.90909091,11,3,143,TRUE,3,8.22,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,1.7875
2148,3548,330,40.91428571,35,6,343,TRUE,1,6.6,"9:00,12:00,16:00",3,4.2875
2149,2142,332,63.45454545,11,8,0,FALSE,5,33.2,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,0
2150,2099,180,30.52,50,6,0,FALSE,1,3.6,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,0
2151,5002,185,29.96363636,55,8,256,TRUE,5,18.5,"9:00,12:00,16:00",5,3.2
2152,1441,365,56.26785714,56,0,0,FALSE,3,21.9,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,0
2153,3991,295,37,12,0,0,FALSE,3,17.7,No rush hours,4,0
2154,640,704,108.2307692,13,4,0,FALSE,2,28.16,"9:00,12:00,16:00",3,0
2154,1493,503,85,24,5,0,FALSE,1,10.06,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
2155,2168,221,34,12,6,0,FALSE,1,4.42,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,0
2156,24,206,28.30769231,13,8,0,FALSE,5,20.6,"9:00,12:00,16:00",5,0
2157,3306,211,41.89473684,38,0,0,FALSE,3,12.66,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,0
2158,2417,330,35.03571429,28,0,0,FALSE,3,19.8,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,0
2159,4423,89,13.6,35,1,0,FALSE,4,7.12,"9:00,12:00,16:00",0,0
2160,3716,129,20.2,20,0,0,FALSE,3,7.74,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
2161,2192,202,31.26315789,19,2,0,FALSE,5,20.2,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
2162,2575,207,37.37313433,67,2,0,FALSE,5,20.7,No rush hours,4,0
2163,1667,209,33.21875,32,8,0,FALSE,5,20.9,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
2164,4209,176,31.70588235,34,0,0,FALSE,3,10.56,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,0
2165,738,208,25.8,15,7,0,FALSE,1,4.16,"9:00,12:00,16:00",2,0
2166,2991,120,20.85185185,27,4,0,FALSE,2,4.8,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,0
2167,4571,327,48.62790698,43,8,0,FALSE,5,32.7,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,0
2168,2502,364,46.16071429,56,0,0,FALSE,3,21.84,"9:00,12:00,16:00",0,0
2169,3323,236,29.24137931,29,4,0,FALSE,2,9.44,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,0
2170,2169,227,29,29,9,0,FALSE,3,13.62,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
2171,1408,210,33,30,2,0,FALSE,5,21,"9:00,12:00,16:00",0,0
2171,2170,207,28,29,7,0,FALSE,1,4.14,No rush hours,0,0
2172,2171,123,17.50847458,59,9,0,FALSE,3,7.38,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
2173,2172,130,20.01694915,59,0,0,FALSE,3,7.8,"9:00,12:00,16:00",5,0
2174,2173,199,26.50847458,59,0,0,FALSE,3,11.94,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,0
2175,2174,144,23.01694915,59,1,0,FALSE,4,11.52,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,0
2176,2175,191,33.50847458,59,6,0,FALSE,1,3.82,"9:00,12:00,16:00",1,0
2177,2176,117,17.50847458,59,8,0,FALSE,5,11.7,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,0
2178,2177,135,17.50847458,59,2,0,FALSE,5,13.5,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,0
2179,3915,274,58,6,2,0,FALSE,5,27.4,"9:00,12:00,16:00",3,0
2179,2181,317,48,12,6,0,FALSE,1,6.34,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,0
2180,2298,161,17.09615385,52,8,0,FALSE,5,16.1,No rush hours,0,0
2181,1775,177,27.66666667,12,9,0,FALSE,3,10.62,"9:00,12:00,16:00",5,0
2182,3574,924,200.04,25,1,0,FALSE,4,73.92,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,0
2183,4144,299,44.36363636,110,0,0,FALSE,3,17.94,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,0
2184,68,335,34.8,25,6,0,FALSE,1,6.7,"9:00,12:00,16:00",0,0
2185,4885,207,22.18181818,22,6,0,FALSE,1,4.14,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,0
2186,4288,303,37.92307692,13,9,0,FALSE,3,18.18,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
2187,3465,158,29.5,16,2,0,FALSE,5,15.8,"9:00,12:00,16:00",2,0
2188,2162,175,31.7761194,67,2,0,FALSE,5,17.5,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,0
2189,1770,134,23,20,9,0,FALSE,3,8.04,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
2190,3367,239,36.17391304,23,9,0,FALSE,3,14.34,No rush hours,5,0
2191,2924,211,30.28,50,9,0,FALSE,3,12.66,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,0
2192,2195,174,26.73684211,19,8,0,FALSE,5,17.4,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,0
2193,2161,156,24.15789474,19,3,0,FALSE,3,9.36,"9:00,12:00,16:00",4,0
2194,65,357,45,8,8,0,FALSE,5,35.7,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,0
2194,2199,503,90.54545455,11,1,0,FALSE,4,40.24,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,0
2195,2194,243,37.78947368,19,7,0,FALSE,1,4.86,"9:00,12:00,16:00",4,0
2196,2200,358,46.84090909,44,7,0,FALSE,1,7.16,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,0
2197,2257,300,42.425,40,1,0,FALSE,4,24,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,0
2198,2197,486,62.525,40,5,0,FALSE,1,9.72,"9:00,12:00,16:00",3,0
2199,101,333,75.81818182,11,6,0,FALSE,1,6.66,No rush hours,1,0
2200,2569,290,38.11363636,44,7,0,FALSE,1,5.8,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
2201,4425,208,36.1625,80,4,0,FALSE,2,8.32,"9:00,12:00,16:00",1,0
2202,3524,145,23.59259259,27,5,0,FALSE,1,2.9,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,0
2203,453,713,88.25,12,5,0,FALSE,1,14.26,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,0
2203,5038,221,37.72340426,47,2,0,FALSE,5,22.1,"9:00,12:00,16:00",1,0
2203,1551,1008,146.2777778,18,8,0,FALSE,5,100.8,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,0
2204,2387,343,54.95918367,49,5,0,FALSE,1,6.86,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,0
2205,1404,194,31.6969697,33,9,0,FALSE,3,11.64,"9:00,12:00,16:00",5,0
2206,2071,315,53.9,50,2,0,FALSE,5,31.5,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,0
2207,892,372,67.64705882,34,4,0,FALSE,2,14.88,No rush hours,3,0
2208,121,119,36.55,20,2,0,FALSE,5,11.9,"9:00,12:00,16:00",2,0
2209,2854,318,55.5,36,9,0,FALSE,3,19.08,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,0
2209,5055,270,49.93548387,31,8,0,FALSE,5,27,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,0
2210,615,203,40.96,75,8,0,FALSE,5,20.3,"9:00,12:00,16:00",2,0
2211,1806,88,15.34090909,44,4,0,FALSE,2,3.52,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,0
2212,1738,240,37.46575342,73,7,0,FALSE,1,4.8,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,0
2213,4962,247,46.41509434,53,2,0,FALSE,5,24.7,"9:00,12:00,16:00",4,0
2214,2614,294,59.57575758,33,9,0,FALSE,3,17.64,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,0
2214,1366,260,32.62162162,37,0,0,FALSE,3,15.6,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,0
2215,594,95,21.73684211,38,7,0,FALSE,1,1.9,No rush hours,3,0
2216,2205,180,29.66666667,33,6,0,FALSE,1,3.6,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
2217,3295,284,47.07317073,41,6,0,FALSE,1,5.68,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,0
2218,141,219,36.45121951,82,2,0,FALSE,5,21.9,"9:00,12:00,16:00",0,0
2219,1134,997,122.7,40,2,0,FALSE,5,99.7,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,0
2219,1127,684,130.86,50,3,0,FALSE,3,41.04,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,0
2220,1306,129,21.41758242,91,1,0,FALSE,4,10.32,"9:00,12:00,16:00",4,0
2221,770,200,37.28947368,38,2,0,FALSE,5,20,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
2222,1284,163,48.18064516,155,6,0,FALSE,1,3.26,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,0
2223,1204,201,34.5,42,8,0,FALSE,5,20.1,"9:00,12:00,16:00",2,0
2224,657,143,28.76315789,38,5,0,FALSE,1,2.86,No rush hours,2,0
2225,2059,175,30.91489362,94,4,0,FALSE,2,7,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,0
2225,436,547,70.6875,32,4,0,FALSE,2,21.88,"9:00,12:00,16:00",2,0
2226,1664,151,28.48979592,49,1,0,FALSE,4,12.08,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,0
2227,67,174,24.02222222,45,7,0,FALSE,1,3.48,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,0
2228,4184,205,37.02631579,38,1,0,FALSE,4,16.4,"9:00,12:00,16:00",2,0
2229,2235,226,40.12244898,49,1,0,FALSE,4,18.08,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,0
2230,4541,228,30.82142857,28,5,0,FALSE,1,4.56,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,0
2231,2980,208,36.08333333,48,2,0,FALSE,5,20.8,"9:00,12:00,16:00",2,0
2232,4491,302,49.71171171,111,2,0,FALSE,5,30.2,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,0
2233,350,119,33.625,40,1,0,FALSE,4,9.52,No rush hours,0,0
2234,1043,282,42.33333333,15,9,0,FALSE,3,16.92,"9:00,12:00,16:00",1,0
2234,3283,245,25.17948718,39,2,0,FALSE,5,24.5,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,0
2235,2226,239,40.48979592,49,2,0,FALSE,5,23.9,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,0
2236,3420,285,32.25925926,54,4,0,FALSE,2,11.4,"9:00,12:00,16:00",4,0
2237,3008,193,19.39130435,23,4,0,FALSE,2,7.72,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
2238,4774,257,30.64912281,57,1,0,FALSE,4,20.56,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,0
2239,3116,185,29.26153846,65,2,0,FALSE,5,18.5,"9:00,12:00,16:00",1,0
2240,2185,282,28.86363636,22,9,0,FALSE,3,16.92,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
2241,2285,390,45.43902439,41,9,0,FALSE,3,23.4,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,0
2241,2286,480,67.6875,16,1,0,FALSE,4,38.4,No rush hours,2,0
2242,2236,199,22.22222222,54,1,0,FALSE,4,15.92,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,0
2243,2242,336,37.33333333,54,3,0,FALSE,3,20.16,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,0
2244,1328,230,31.25531915,47,5,0,FALSE,1,4.6,"9:00,12:00,16:00",1,0
2245,4933,224,36.92537313,67,7,0,FALSE,1,4.48,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,0
2246,4924,316,53.27586207,29,6,0,FALSE,1,6.32,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,0
2247,3567,235,24.13043478,23,8,0,FALSE,5,23.5,"9:00,12:00,16:00",4,0
2248,3430,204,32.8,115,3,0,FALSE,3,12.24,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
2249,2250,210,28.825,40,6,0,FALSE,1,4.2,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
2250,396,266,36,40,3,0,FALSE,3,15.96,"9:00,12:00,16:00",1,0
2251,3898,195,26.83333333,30,6,0,FALSE,1,3.9,No rush hours,5,0
2252,4730,362,51.44,25,1,0,FALSE,4,28.96,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
2252,734,380,46.56818182,44,6,0,FALSE,1,7.6,"9:00,12:00,16:00",4,0
2253,430,1917,277.8787879,66,4,0,FALSE,2,76.68,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,0
2254,1107,454,59.925,40,7,0,FALSE,1,9.08,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,0
2255,2256,514,69,63,5,0,FALSE,1,10.28,"9:00,12:00,16:00",5,0
2256,2193,66,13.68421053,19,5,0,FALSE,1,1.32,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,0
2256,2196,339,47.5,44,0,0,FALSE,3,20.34,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
2257,2254,461,60.9,40,6,0,FALSE,1,9.22,"9:00,12:00,16:00",3,0
2258,2289,120,21.51351351,37,5,0,FALSE,1,2.4,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
2259,2264,255,43.66666667,69,9,0,FALSE,3,15.3,No rush hours,2,0
2260,3304,213,37.14925373,67,1,0,FALSE,4,17.04,"9:00,12:00,16:00",1,0
2261,2262,168,29.23880597,67,8,0,FALSE,5,16.8,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,0
2262,2260,210,36.98507463,67,1,0,FALSE,4,16.8,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,0
2263,3742,334,72.69902913,103,4,0,FALSE,2,13.36,"9:00,12:00,16:00",4,0
2263,2623,366,60.7,30,3,0,FALSE,3,21.96,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,0
2264,2263,254,44.45112782,133,7,0,FALSE,1,5.08,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
2265,5023,292,48.34146341,41,7,0,FALSE,1,5.84,"9:00,12:00,16:00",5,0
2266,2261,280,48.76119403,67,0,0,FALSE,3,16.8,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,0
2266,1551,276,53.98461538,65,0,0,FALSE,3,16.56,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,0
2267,2268,155,26.5,28,9,0,FALSE,3,9.3,No rush hours,4,0
2268,2266,241,41.21212121,132,0,0,FALSE,3,14.46,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,0
2269,1344,82,14.39759036,83,0,0,FALSE,3,4.92,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,0
2270,2272,384,50.46153846,65,6,0,FALSE,1,7.68,"9:00,12:00,16:00",2,0
2271,5035,135,34.11764706,68,7,0,FALSE,1,2.7,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,0
2272,3695,178,25.78,100,1,0,FALSE,4,14.24,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
2273,3303,148,27.86842105,38,0,0,FALSE,3,8.88,"9:00,12:00,16:00",1,0
2274,4162,174,27.41666667,12,4,0,FALSE,2,6.96,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
2275,4706,91,15.39130435,46,9,0,FALSE,3,5.46,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,0
2276,2992,268,60.48,25,7,0,FALSE,1,5.36,"9:00,12:00,16:00",3,0
2276,3593,370,50.01123596,89,5,0,FALSE,1,7.4,No rush hours,5,0
2277,4538,170,23.89873418,79,4,0,FALSE,2,6.8,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
2278,2881,261,39.51219512,41,9,0,FALSE,3,15.66,"9:00,12:00,16:00",3,0
2279,457,244,41.32,25,7,0,FALSE,1,4.88,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,0
2280,3732,289,37.6440678,59,4,0,FALSE,2,11.56,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,0
2281,3326,105,12.96666667,60,5,0,FALSE,1,2.1,"9:00,12:00,16:00",3,0
2282,2281,241,30.93333333,60,6,0,FALSE,1,4.82,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,0
2283,3082,154,28.34246575,73,4,0,FALSE,2,6.16,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,0
2284,1927,203,30.03703704,27,7,0,FALSE,1,4.06,"9:00,12:00,16:00",3,0
2285,2983,197,23.29268293,41,1,0,FALSE,4,15.76,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,0
2286,2641,338,50.82716049,81,6,0,FALSE,1,6.76,No rush hours,5,0
2287,2282,193,27,37,0,0,FALSE,3,11.58,"9:00,12:00,16:00",5,0
2287,2243,551,57.38461538,39,8,0,FALSE,5,55.1,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,0
2287,2286,143,33.975,40,8,0,FALSE,5,14.3,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,0
2287,3283,1821,153,14,8,0,FALSE,5,182.1,"9:00,12:00,16:00",2,0
2288,352,252,38.66037736,53,5,0,FALSE,1,5.04,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,0
2289,2364,348,62.45945946,37,9,0,FALSE,3,20.88,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,0
2290,1007,175,37.03333333,30,6,0,FALSE,1,3.5,"9:00,12:00,16:00",1,0
2291,4632,209,27.11111111,9,7,0,FALSE,1,4.18,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
2292,2889,172,44.63333333,30,4,0,FALSE,2,6.88,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,0
2293,433,256,39.88888889,153,1,0,FALSE,4,20.48,No rush hours,0,0
2294,2960,233,42.26984127,63,5,0,FALSE,1,4.66,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,0
2295,4554,211,35.28358209,67,7,0,FALSE,1,4.22,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,0
2296,2062,341,65.07692308,39,0,0,FALSE,3,20.46,"9:00,12:00,16:00",2,0
2297,2094,172,26.7173913,46,8,0,FALSE,5,17.2,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,0
2298,2882,105,10.73076923,52,1,0,FALSE,4,8.4,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,0
2299,4813,207,31.43965517,116,1,0,FALSE,4,16.56,"9:00,12:00,16:00",1,0
2300,2299,172,27.48101266,79,4,0,FALSE,2,6.88,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,0
2300,1813,1562,184.5714286,14,8,0,FALSE,5,156.2,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,0
2300,4423,1566,196,5,1,0,FALSE,4,125.28,"9:00,12:00,16:00",5,0
2301,2300,300,48.2278481,79,4,0,FALSE,2,12,No rush hours,4,0
2302,2301,169,27.26582278,79,4,0,FALSE,2,6.76,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,0
2303,1228,182,31.2804878,82,9,0,FALSE,3,10.92,"9:00,12:00,16:00",3,0
2304,2303,184,30.2804878,82,6,0,FALSE,1,3.68,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,0
2305,4068,361,52.10344828,29,4,0,FALSE,2,14.44,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,0
2306,4506,134,22.88888889,27,0,0,FALSE,3,8.04,"9:00,12:00,16:00",2,0
2307,2308,288,45.88,100,5,0,FALSE,1,5.76,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,0
2308,1963,401,72.5,28,9,0,FALSE,3,24.06,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,0
2308,564,188,40.375,72,5,0,FALSE,1,3.76,"9:00,12:00,16:00",4,0
2309,136,187,38,50,2,0,FALSE,5,18.7,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
2309,4875,637,106.3962264,53,7,0,FALSE,1,12.74,No rush hours,4,0
2310,2306,387,67.22222222,27,2,0,FALSE,5,38.7,"9:00,12:00,16:00",1,0
2311,3971,122,18,29,6,0,FALSE,1,2.44,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,0
2312,2307,100,19.94,100,6,0,FALSE,1,2,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
2313,808,213,36.17241379,29,4,0,FALSE,2,8.52,"9:00,12:00,16:00",3,0
2313,798,157,31.7027027,74,5,0,FALSE,1,3.14,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,0
2314,2312,153,24.5,100,3,0,FALSE,3,9.18,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
2315,1107,490,73.45,20,0,0,FALSE,3,29.4,"9:00,12:00,16:00",3,0
2316,2678,325,66,6,3,0,FALSE,3,19.5,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,0
2317,789,203,32.13978495,93,1,0,FALSE,4,16.24,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",3,0
2318,2321,226,34,5,4,0,FALSE,2,9.04,No rush hours,4,0
2319,4429,398,66.22,50,0,0,FALSE,3,23.88,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,0
2320,2316,215,32,6,0,0,FALSE,3,12.9,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
2321,1110,200,32,5,9,0,FALSE,3,12,"9:00,12:00,16:00",0,0
2322,2786,286,38.38297872,47,2,0,FALSE,5,28.6,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,0
2323,109,273,58.65517241,29,5,0,FALSE,1,5.46,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,0
2324,739,237,38,27,2,0,FALSE,5,23.7,"9:00,12:00,16:00",3,0
2325,2328,165,27.03053435,131,7,0,FALSE,1,3.3,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",4,0
2326,682,407,57.625,48,8,0,FALSE,5,40.7,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
2327,4804,467,65.35714286,112,7,0,FALSE,1,9.34,"9:00,12:00,16:00",1,0
2328,2329,214,34.26717557,131,5,0,FALSE,1,4.28,No rush hours,2,0
2329,848,158,36.86363636,44,2,0,FALSE,5,15.8,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",1,0
2329,1401,188,29.40229885,87,0,0,FALSE,3,11.28,"9:00,12:00,16:00",1,0
2330,2331,166,36.625,80,4,0,FALSE,2,6.64,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,0
2331,629,206,43.275,80,4,0,FALSE,2,8.24,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",5,0
2332,4104,193,36.36956522,46,1,0,FALSE,4,15.44,"9:00,12:00,16:00",4,0
2333,2755,238,44.91304348,46,7,0,FALSE,1,4.76,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",0,0
2334,528,132,81.79310345,29,5,0,FALSE,1,2.64,"7:00,8:00,9:00,12:00,16:00,17:00,18:00,19:00",2,0
