stop_I,lat,lon,"name,NumOfParking,NumOfParkedCars"
2682,49.90533714,-97.00572995,"Eastbound McMeans at Bond,20,0"
2683,49.89916744,-97.00265611,"Southbound Day at Harvard,40,0"
2684,49.90063981,-97.00301309,"Eastbound Kildare at Day,40,0"
2685,49.90076901,-97.00320272,"Westbound Kildare at Day,30,0"
2686,49.92772849,-97.16639703,"Westbound Aberdeen at Radford,10,0"
2687,49.92816832,-97.16918105,"Southbound McPhillips at Aberdeen,0,0"
2688,49.92712707,-97.16931804,"Southbound McPhillips at Burrows,10,0"
2689,49.89512286,-97.00232184,"Westbound Regent at Day,30,0"
2690,49.92829149,-97.16843789,"Eastbound Aberdeen at McPhillips,30,0"
2691,49.90596247,-97.19975707,"Southbound St James at Saskatchewan,40,0"
2692,49.90150658,-97.2001179,"Southbound St James at Wellington,40,0"
2693,49.89800339,-97.20042929,"Southbound St James at Sargent,40,0"
2694,49.89373584,-97.20075513,"Southbound St James at Ellice,20,0"
2695,49.89110378,-97.20097832,"Southbound St James at St. Matthews,0,0"
2696,49.88451881,-97.20151548,"Southbound St James at Ness North,40,0"
2697,49.88208431,-97.20171731,"Southbound St James at Ness South,30,0"
2698,49.88929383,-97.188738,"Southbound Valour at Felix,0,0"
2699,49.89052151,-97.18844142,"Northbound Valour at St. Matthews,30,0"
2700,49.88726346,-97.18889753,"Southbound Valour at Wolever,0,0"
2701,49.88916493,-97.18854791,"Northbound Valour at Felix,30,0"
2702,49.89373787,-97.18819567,"Northbound Valour at Ellice,0,0"
2703,49.89393869,-97.18838308,"Southbound Valour at Ellice,0,0"
2704,49.89070435,-97.1886295,"Southbound Valour at St. Matthews,40,0"
2705,49.89206093,-97.18852302,"Southbound Valour at Dyson,0,0"
2706,49.93807554,-97.1762617,"Eastbound Church at Milner,20,0"
2707,49.93911788,-97.17905156,"Westbound Church at Sheppard,0,0"
2708,49.92215502,-97.05364596,"Northbound Molson at Grassie,40,0"
2709,49.92771775,-97.0878804,"Southbound Watt at Greene,10,0"
2710,49.92909923,-97.18144963,"Eastbound Manitoba at Lawrence,30,0"
2711,49.93459131,-97.17663016,"Westbound Mountain at Bentall,20,0"
2712,49.93474062,-97.17754428,"Eastbound Mountain at Bentall,0,0"
2713,49.9356744,-97.18029626,"Westbound Mountain at Sheppard,10,0"
2714,49.93552092,-97.18026023,"Eastbound Mountain at Sheppard,20,0"
2715,49.93703749,-97.17260774,"Westbound Church at Bunting,30,0"
2716,49.93701667,-97.17299875,"Eastbound Church at Bunting,0,0"
2717,49.93807795,-97.17584351,"Westbound Church at Milner,10,0"
2718,49.94583456,-97.19382449,"Eastbound Inkster at Keewatin,40,0"
2719,49.89644249,-97.0252296,"Northbound Plessis at Victoria West,10,0"
2720,49.89803992,-97.02554036,"Southbound Plessis at Rosseau,20,0"
2721,49.8982696,-97.02529425,"Northbound Plessis at Rosseau,30,0"
2722,49.90108124,-97.02559724,"Southbound Plessis at Kildare,10,0"
2723,49.90125556,-97.02526981,"Northbound Plessis at Kildare,40,0"
2724,49.90077837,-97.02418913,"Eastbound Kildare at Kootenay,0,0"
2725,49.90090112,-97.02400307,"Westbound Kildare at Kootenay,40,0"
2726,49.89508221,-97.0208989,"Eastbound Regent at Brewster,30,0"
2727,49.89525353,-97.02144887,"Westbound Regent at Brewster,0,0"
2728,49.90075493,-97.02123774,"Eastbound Kildare at Brewster,30,0"
2729,49.86664622,-97.21432813,"Westbound Corydon at Southport,0,0"
2730,49.87726719,-97.11325858,"Eastbound Dubuc at Braemar,30,0"
2731,49.87737017,-97.11074909,"Eastbound Dubuc at Des Meurons,20,0"
2732,49.87706502,-97.12295424,"Northbound Tache at St. Mary's,40,0"
2733,49.87725151,-97.12225105,"Westbound Enfield at St. Mary's,10,0"
2734,49.87712024,-97.12192208,"Eastbound Enfield at St. Mary's,10,0"
2735,49.87725518,-97.12026045,"Westbound Enfield at Kenny,10,0"
2736,49.87712792,-97.11962511,"Eastbound Enfield at Kenny,10,0"
2737,49.8771225,-97.11707809,"Eastbound Enfield at Traverse,30,0"
2738,49.87724896,-97.11655816,"Westbound Dubuc at Traverse,0,0"
2739,49.87738722,-97.11344877,"Westbound Dubuc at Braemar,30,0"
2740,49.89778852,-97.28525465,"Westbound Quail Ridge at Quail West,0,0"
2741,49.89770096,-97.28298798,"Westbound Quail Ridge at Quail Central,20,0"
2742,49.89853707,-97.28174681,"Westbound Quail Ridge at Quail East,20,0"
2743,49.89297732,-97.29141232,"Westbound Hamilton at Vimy,40,0"
2744,49.89282845,-97.28985814,"Eastbound Hamilton at Wharton,40,0"
2745,49.89484311,-97.28801856,"Eastbound Hamilton at Valley View,20,0"
2746,49.8948031,-97.28835415,"Westbound Hamilton at Valley View,30,0"
2747,49.89303627,-97.29296968,"Westbound Hamilton at Crestview Park,40,0"
2748,49.91613673,-97.14623367,"Westbound Selkirk at Andrews,30,0"
2749,49.78447427,-97.15683527,"Northbound Pembina at Newdale,20,0"
2750,49.9397416,-97.09100023,"Northbound Henderson at Hawthorne,0,0"
2751,49.92694116,-97.13233149,"Eastbound Bannerman at Salter,30,0"
2752,49.94331193,-97.05421506,"Southbound Raleigh at McIvor Loop (11 via Donwood,0,0"
2753,49.92585974,-97.13220609,"Eastbound Cathedral at Salter,40,0"
2754,49.92590042,-97.13249712,"Northbound Salter at Cathedral,0,0"
2755,49.92833025,-97.13089833,"Southbound Salter at Polson,0,0"
2756,49.92811271,-97.13079527,"Northbound Salter at Polson,30,0"
2757,49.92697106,-97.13195413,"Southbound Salter at Bannerman,10,0"
2758,49.92716208,-97.13152873,"Northbound Salter at Bannerman,10,0"
2759,49.94366996,-97.03546724,"Eastbound Headmaster at DeVries,10,0"
2760,49.89640264,-97.05742561,"Westbound Regent at Rougeau,40,0"
2761,49.92249449,-97.04709798,"Westbound Grassie at Ham,30,0"
2762,49.94382301,-97.03547495,"Westbound Headmaster at DeVries,40,0"
2763,49.90074542,-96.98110277,"Eastbound Kildare at Redonda West,10,0"
2764,49.92510957,-97.13309893,"Northbound Salter at Machray,20,0"
2765,49.93513447,-97.13505276,"Southbound McGregor at Smithfield,40,0"
2766,49.92051709,-97.0935987,"Southbound Watt at Sydney,20,0"
2767,49.94209358,-97.11376557,"Southbound Main at Leila,40,0"
2768,49.95706717,-97.14475976,"Eastbound Wal-Mart McPhillips at McPhillips,0,0"
2769,49.94483299,-97.11186047,"Southbound Main at Kildonan Park,20,0"
2770,49.94358893,-97.11224363,"Northbound Main at Armstrong,10,0"
2771,49.94352565,-97.11277576,"Southbound Main at Armstrong,20,0"
2772,49.91918109,-97.09659092,"Northbound Watt at Trent,10,0"
2773,49.94352435,-97.11988439,"Southbound Salter at Partridge,40,0"
2774,49.91728927,-97.09805851,"Northbound Watt at Munroe,40,0"
2775,49.91625102,-97.09892126,"Northbound Watt at Ottawa,10,0"
2776,49.85380579,-97.07813891,"Westbound Vermillion at Lakewood (Park & Ride),0,0"
2777,49.91332903,-97.02538956,"Southbound Plessis at North Meadow,20,0"
2778,49.853904,-97.07376645,"Eastbound Vermillion at Brereton,0,0"
2779,49.85408871,-97.07189481,"Westbound Vermillion at Minaki,10,0"
2780,49.85422922,-97.07872036,"Southbound Lakewood at Southdale Centre,30,0"
2781,49.94179625,-97.05608807,"Northbound Raleigh at Gilmore,10,0"
2782,49.9031113,-97.06807475,"Eastbound Reenders at Panet,10,0"
2783,49.85367763,-97.07800487,"Eastbound Vermillion at Lakewood,40,0"
2784,49.94219946,-97.22516736,"Eastbound Lucas at Barnham,10,0"
2785,49.94219484,-97.22193394,"Eastbound Lucas at Birchlynn,30,0"
2786,49.95178682,-97.19887138,"Westbound Garton at Inkster Garden North,30,0"
2787,49.94277282,-97.05907336,"Westbound Gilmore at Serenity,10,0"
2788,49.85395715,-97.06993836,"Eastbound Vermillion at Lake Park,10,0"
2789,49.85406937,-97.06965563,"Westbound Vermillion at Lake Park,10,0"
2790,49.96146054,-97.08857954,"Eastbound Fernbank at Main,20,0"
2791,49.95045057,-97.1049912,"Northbound Main at Chief Peguis South,0,0"
2792,49.84233224,-97.11338105,"Westbound St Vital at St. Mary's,30,0"
2793,49.81023165,-97.0829235,"Eastbound John Forsyth at Ashworth,30,0"
2794,49.92369877,-97.06041083,"Northbound Louelda at Stacey,40,0"
2795,49.92525107,-97.05910847,"Northbound Louelda at McLeod,30,0"
2796,49.9015387,-97.07572743,"Eastbound Talbot at Stapleton,0,0"
2797,49.90154487,-97.07501694,"Westbound Talbot at Stapleton,10,0"
2798,49.90863463,-97.07079295,"Eastbound Munroe at Molson,30,0"
2799,49.90591807,-97.07078992,"Southbound Prevette at Keenleyside,0,0"
2800,49.90568708,-97.07042309,"Westbound Keenleyside at Prevette,0,0"
2801,49.90794732,-97.068954,"Northbound Prevette at Munroe,30,0"
2802,49.93231608,-97.19272742,"Eastbound Manitoba at Dorset,10,0"
2803,49.93188545,-97.19107133,"Westbound Manitoba at Chudley,0,0"
2804,49.8657937,-97.30051232,"Eastbound Assiniboine at Rouge,40,0"
2805,49.92143372,-97.06266121,"Northbound Louelda at Meighen,10,0"
2806,49.92256613,-97.06152909,"Northbound Louelda at Tu Pelo,20,0"
2807,49.83154444,-97.10770998,"Northbound Dakota at Bishop Grandin South,20,0"
2808,49.82724686,-97.10454051,"Southbound Dakota at Abbotsford,10,0"
2809,49.81746298,-97.08070531,"Westbound Warde at St. Anne's,0,0"
2810,49.80835176,-97.07967578,"Westbound Aldgate at Kamberwell West,10,0"
2811,49.81106791,-97.07965168,"Eastbound John Forsyth at Aldgate,40,0"
2812,49.81172846,-97.08368448,"Southbound Ashworth at Gablehurst,10,0"
2813,49.83103091,-97.10766049,"Southbound Dakota at Bishop Grandin South,40,0"
2814,49.83649818,-97.11416443,"Northbound Dunkirk at Parkville,20,0"
2815,49.81187091,-97.08359545,"Northbound Ashworth at Julia,20,0"
2816,49.8249637,-97.07305308,"Northbound Shorehill at Yorkwood,0,0"
2817,49.83512883,-97.110727,"Northbound Dakota at Beliveau,0,0"
2819,49.92612274,-97.15139606,"Southbound Arlington at Mountain,30,0"
2820,49.8503075,-97.11206889,"Northbound St Mary's at Nichol,0,0"
2821,49.88521599,-97.04320129,"Southbound Beghin at Dugald South,30,0"
2822,49.88315082,-97.04395301,"Southbound Beghin at De Baets,30,0"
2823,49.88098824,-97.04426314,"Eastbound Paquin at Beghin,10,0"
2824,49.88013269,-97.04101254,"Eastbound Paquin at Beghin East,30,0"
2825,49.88280276,-97.03933139,"Northbound Durand at De Baets,10,0"
2826,49.88446027,-97.03947305,"Westbound Durand at Beghin East,40,0"
2827,49.88447776,-97.04263252,"Westbound Durand at Beghin,0,0"
2828,49.95305654,-97.09114291,"Southbound Rivergrove at Grifindale,10,0"
2829,49.88574672,-97.03788953,"Eastbound Dugald at Beghin,30,0"
2830,49.84320481,-97.18251882,"Westbound Victor Lewis at Avon Gate,10,0"
2831,49.84386059,-97.11277908,"Southbound St Mary's at Portland,20,0"
2832,49.95345994,-97.09378975,"Eastbound Ridgecrest at West Kildonan,40,0"
2833,49.95316857,-97.09084571,"Northbound Rivergrove at Grifindale,20,0"
2834,49.95493545,-97.09709143,"Westbound Ridgecrest at Main,20,0"
2835,49.95495101,-97.09803886,"Northbound Main at Ridgecrest,40,0"
2836,49.84936501,-97.04448267,"Westbound Royal Mint at Morning Glory,40,0"
2837,49.85017275,-97.04703763,"Westbound Royal Mint at Morning Glory West,20,0"
2838,49.83645489,-97.06254109,"Northbound Desjardins at Myles Robinson,20,0"
2839,49.8378279,-97.05966288,"Northbound Desjardins at Surfside,0,0"
2840,49.85354165,-97.07848329,"Northbound Lakewood at Vermillion,40,0"
2841,49.83664745,-97.05578816,"Southbound De La Seigneurie at Pynoo,40,0"
2842,49.81382788,-97.090427,"Westbound Warde at Barlow,30,0"
2843,49.81212484,-97.09406649,"Westbound Warde at Dakota East,40,0"
2844,49.80783206,-97.09612543,"Southbound Highbury at John Forsyth,0,0"
2845,49.80511612,-97.09616249,"Southbound Highbury at Southfields,30,0"
2846,49.80843858,-97.09362751,"Westbound John Forsyth at Glenham,10,0"
2847,49.88173835,-97.15627975,"Westbound Westminster at Langside,30,0"
2848,49.89964518,-97.13983335,"Northbound King at William (City Hall),0,0"
2849,49.93247919,-97.14670752,"Eastbound Atlantic at Arlington,10,0"
2850,49.83865627,-97.12408045,"Westbound St Vital at Salme,40,0"
2851,49.88534584,-97.16083387,"Southbound Maryland at Broadway,40,0"
2852,49.915112,-97.17059498,"Southbound McPhillips at Henry,20,0"
2853,49.80459771,-97.14285373,"Westbound Dafoe at RH Way,20,0"
2854,49.91451309,-97.08951718,"Southbound Gateway at Munroe,20,0"
2855,49.80575284,-97.13916806,"Eastbound Dafoe at University,20,0"
2856,49.80572448,-97.1396417,"Westbound Dafoe at University,30,0"
2857,49.80293584,-97.14691992,"Eastbound Innovation at Research,0,0"
2858,49.80436911,-97.14318214,"Eastbound Innovation at RH Way,20,0"
2859,49.81490196,-97.20181786,"Southbound Columbia at Scurfield,0,0"
2860,49.80332845,-97.14953166,"Southbound Research at Chancellor Matheson,20,0"
2861,49.8174681,-97.20487849,"Southbound Columbia at Marygrove North,0,0"
2862,49.81612869,-97.20377422,"Southbound Columbia at Marygrove South,0,0"
2863,49.88200485,-97.07323288,"Westbound Marion at Lagimodiere,40,0"
2864,49.93631484,-97.16899772,"Northbound Fife at Church,30,0"
2865,49.91173499,-97.17091778,"Southbound McPhillips at Pacific,10,0"
2866,49.91332964,-97.07996637,"Northbound London at Government,20,0"
2867,49.8043233,-97.2104932,"Westbound Scurfield at Beacon Hill,0,0"
2868,49.8817976,-97.16113576,"Eastbound Westminster at Maryland,20,0"
2869,49.91175668,-97.17058266,"Northbound McPhillips at Pacific,10,0"
2870,49.81334418,-97.10807245,"Northbound Paddington at Alburg,40,0"
2871,49.88193686,-97.16140888,"Westbound Westminster at Maryland,10,0"
2872,49.83254991,-97.15098924,"Southbound Pembina at Chevrier,20,0"
2873,49.83759111,-97.12718141,"Westbound St Vital at Victoria,30,0"
2874,49.91238733,-97.21152488,"Southbound Sherwin at Dublin,10,0"
2875,49.82879069,-97.15216159,"Southbound Pembina at Manahan,30,0"
2876,49.83638763,-97.09205571,"Southbound St Anne's at Richfield,40,0"
2877,49.91418601,-97.21267023,"Westbound Stevenson at Sherwin,20,0"
2878,49.79028783,-97.15418309,"Eastbound Killarney at Baylor,30,0"
2879,49.88197548,-97.08283933,"Westbound Marion at Dawson,0,0"
2880,49.91752076,-97.21193397,"Westbound Red River College Terminal at Red River College (19 via Logan),0,0"
2881,49.85014774,-97.30823936,"Eastbound Rannock at Charleswood,20,0"
2882,49.8270772,-97.1980849,"Northbound Lindenwood at Lindenwood Manor,40,0"
2883,49.82721702,-97.19839951,"Southbound Lindenwood at Lindenwood Manor,20,0"
2884,49.85206964,-97.26069119,"Southbound Laxdal at Eldridge,10,0"
2885,49.85056975,-97.26084241,"Southbound Laxdal at Beiko North,20,0"
2886,49.85317937,-97.28260474,"Eastbound Eldridge at Dieppe,10,0"
2887,49.85256141,-97.26589053,"Eastbound Eldridge at Haney,20,0"
2888,49.89189057,-97.12250441,"Eastbound Provencher at St. Joseph,0,0"
2889,49.89220091,-97.12222781,"Westbound Provencher at St. Joseph,0,0"
2890,49.84863833,-97.26100911,"Southbound Laxdal at Beiko,40,0"
2891,49.89138323,-97.12450121,"Eastbound Provencher at Tache,40,0"
2892,49.89281303,-97.11893197,"Eastbound Provencher at Langevin,10,0"
2893,49.89286928,-97.11962597,"Westbound Provencher at Langevin,40,0"
2894,49.89253401,-97.12002887,"Eastbound Provencher at Aulneau,0,0"
2895,49.81897062,-97.2060602,"Southbound Columbia at McGillivray,20,0"
2896,49.82427249,-97.19531099,"Southbound Lindenwood at McGillivray,30,0"
2897,49.82985666,-97.18828943,"Southbound Lindenwood at Waterbury South,30,0"
2898,49.91185448,-97.20789516,"Westbound Dublin at King Edward West,30,0"
2899,49.82942338,-97.19164292,"Southbound Lindenwood at Farmingdale,30,0"
2900,49.81819109,-97.18548595,"Eastbound Scurfield at Henlow East,0,0"
2901,49.81836326,-97.18499293,"Westbound Scurfield at Henlow East,40,0"
2902,49.89848519,-97.07061294,"Eastbound Regent at Panet East,30,0"
2903,49.84377276,-97.16039518,"Northbound Beaumont at Mars,0,0"
2904,49.83431111,-97.20631311,"Northbound Lowson at Lowson South,30,0"
2905,49.84255135,-97.15938444,"Northbound Beaumont at Waterford,40,0"
2906,49.899206,-97.20257085,"Northbound Century at Sargent,40,0"
2907,49.84092974,-97.15809687,"Northbound Beaumont at Riverwood,30,0"
2908,49.83675685,-97.16778213,"Eastbound McGillivray at Irene,40,0"
2909,49.86791822,-97.2914617,"Southbound Westwood at Robert Service,20,0"
2910,49.87420767,-97.2940373,"Southbound Westwood at Sansome,40,0"
2911,49.87075224,-97.29211323,"Southbound Westwood at Carlyle,10,0"
2912,49.83839351,-97.09314503,"Southbound St Anne's at Bishop Grandin,40,0"
2913,49.7658234,-97.16394478,"Eastbound Ducharme at le Maire,30,0"
2914,49.94219485,-97.22017777,"Eastbound Lucas at Tallman,20,0"
2915,49.8753572,-97.29391328,"Southbound Westwood at Magellan,10,0"
2916,49.92557327,-97.21615034,"Eastbound Logan at Ryan,30,0"
2917,49.88613106,-97.14802383,"Southbound Memorial at Broadway,30,0"
2918,49.8855993,-97.14964517,"Westbound Broadway at Osborne East (Legislature),40,0"
2919,49.88609793,-97.14370934,"Northbound Edmonton at Broadway,0,0"
2920,49.88809553,-97.15896122,"Northbound Sherbrook at Portage South,30,0"
2921,49.8802298,-97.16040189,"Eastbound Wolseley at Misericordia Health Centre,40,0"
2922,49.88790338,-97.14916723,"Southbound Memorial at York,10,0"
2923,49.95330177,-97.13266411,"Westbound Templeton at Sinclair,0,0"
2924,49.76808328,-97.16634533,"Southbound Le Maire at la Porte,40,0"
2925,49.80348792,-97.13258382,"Northbound King's at Pasadena,0,0"
2926,49.93458987,-97.1225037,"Eastbound Jefferson at Aikins,20,0"
2927,49.7999254,-97.13590332,"Eastbound Silverstone at Aurora,20,0"
2928,49.79868628,-97.13995316,"Westbound Silverstone at Celtic,0,0"
2929,49.79896351,-97.13873351,"Eastbound Silverstone at Townsend,10,0"
2930,49.93473392,-97.12251203,"Westbound Jefferson at Aikins,20,0"
2931,49.8030299,-97.13262924,"Southbound King's at Pasadena,30,0"
2932,49.80127314,-97.13190468,"Eastbound Silverstone at King's Drive,40,0"
2933,49.80136528,-97.13204011,"Westbound Silverstone at King's Drive,40,0"
2934,49.80009464,-97.13579954,"Westbound Silverstone at Aurora,30,0"
2935,49.85871262,-97.27724657,"Westbound Grant at Roblin,40,0"
2936,49.85900971,-97.27424453,"Eastbound Grant at Fairmont,30,0"
2937,49.93256507,-97.14645339,"Southbound Arlington at Atlantic,40,0"
2938,49.94319846,-97.11588285,"Westbound Leila at Aikins,30,0"
2939,49.85929274,-97.2654965,"Westbound Grant at Haney,10,0"
2940,49.85884443,-97.26019748,"Eastbound Grant at Charleswood Centre (Park & Ride),40,0"
2941,49.85907357,-97.26048144,"Westbound Grant at Laxdal,40,0"
2942,49.85871853,-97.25661225,"Eastbound Grant at Elmhurst,40,0"
2943,49.85917609,-97.2745447,"Westbound Grant at Fairmont,40,0"
2944,49.85925602,-97.27025637,"Eastbound Grant at Oakdale,10,0"
2945,49.85945656,-97.26983179,"Westbound Grant at Oakdale,40,0"
2946,49.85908218,-97.26585189,"Eastbound Grant at Haney,10,0"
2947,49.80784767,-97.07965403,"Eastbound Aldgate at Kamberwell West,30,0"
2948,49.80794526,-97.0958986,"Northbound Highbury at John Forsyth,0,0"
2949,49.93771711,-97.16155814,"Southbound McPhillips at Atlantic,10,0"
2950,49.8685051,-97.12039142,"Northbound Riverview Centre Access at Riverview Centre (Main Entrance),40,0"
2951,49.88782267,-97.13070935,"Eastbound Forks Market at The Forks Market,40,0"
2952,49.88983067,-97.13195445,"Southbound Israel Asper at Canadian Museum for Human Rights,30,0"
2953,49.8639931,-97.08548559,"Southbound Drake at Bentwood,0,0"
2954,49.89198364,-97.13214979,"Northbound Israel Asper at William Stephenson,10,0"
2955,49.88923782,-97.13144827,"Northbound Israel Asper at Canadian Museum for Human Rights,20,0"
2956,49.8848069,-97.23779766,"Eastbound Ness at Sharp,0,0"
2957,49.90390163,-97.11492145,"Westbound Higgins at Sutherland,40,0"
2958,49.9064336,-97.16161968,"Westbound Tecumseh at Tecumseh Loop,30,0"
2959,49.88389613,-97.1237473,"Southbound Tache at Rinella (St. Boniface Hospital),20,0"
2960,49.9516413,-97.141274,"Southbound Garden Park at Leila,10,0"
2961,49.90098582,-97.13873733,"Northbound King at Rupert,30,0"
2962,49.91965382,-97.18943946,"Eastbound Logan at Smart,10,0"
2963,49.96524229,-97.18958412,"Southbound Ritchie at Prelest,40,0"
2964,49.92049567,-97.1920828,"Eastbound Logan at McKelvey,0,0"
2965,49.92114811,-97.1941203,"Eastbound Logan at Wiens,30,0"
2966,49.92109187,-97.19339795,"Westbound Logan at Wiens,30,0"
2967,49.89735295,-97.14160644,"Northbound King at McDermot,10,0"
2968,49.88840665,-97.13904028,"Northbound Smith at Broadway,10,0"
2969,49.91384579,-97.17072648,"Southbound McPhillips at Logan,0,0"
2970,49.89218159,-97.14109499,"Northbound Smith at Graham South,0,0"
2971,49.89086583,-97.14037977,"Northbound Smith at St. Mary,30,0"
2972,49.85711401,-97.20112792,"Westbound Grant at Beaverbrook,0,0"
2973,49.85690171,-97.20135841,"Eastbound Grant at Centennial,20,0"
2974,49.85701757,-97.19897493,"Westbound Grant at Lanark,20,0"
2975,49.85680354,-97.19909419,"Eastbound Grant at Lanark,40,0"
2976,49.85692498,-97.19707224,"Westbound Grant at Renfrew,0,0"
2977,49.82548217,-97.15282994,"Southbound Pembina at Adamar North,0,0"
2978,49.85680667,-97.1940992,"Westbound Grant at Lindsay,10,0"
2979,49.8565409,-97.19147951,"Eastbound Grant at Campbell,0,0"
2980,49.93865307,-97.19590485,"Westbound Burrows at Keewatin West,30,0"
2981,49.79214352,-97.14872135,"Eastbound Killarney at Acadia,0,0"
2982,49.79111293,-97.15177576,"Eastbound Killarney at Caledon,40,0"
2983,49.85704558,-97.20483141,"Eastbound Grant at Kenaston East,0,0"
2984,49.94025341,-97.22437476,"Westbound Egesz at Poplynn,20,0"
2985,49.9405358,-97.22167446,"Westbound Egesz at Haddon West,30,0"
2986,49.89884318,-97.07104428,"Westbound Regent at Panet East,20,0"
2987,49.88360037,-97.20319229,"Westbound Ness at Madison,30,0"
2988,49.88378863,-97.20779316,"Westbound Ness at Queen,40,0"
2989,49.90920376,-97.1318189,"Westbound Euclid at Austin,0,0"
2990,49.8789787,-97.21143726,"Southbound Berry at Portage,10,0"
2991,49.900411,-97.21884714,"Northbound Flight at Standard Aero,30,0"
2992,49.89863465,-97.21914928,"Southbound Flight at Sargent,0,0"
2993,49.89818272,-97.21491874,"Eastbound Sargent at Ferry East,40,0"
2994,49.88399961,-97.21271342,"Westbound Ness at Hampton,40,0"
2995,49.88409197,-97.21520189,"Westbound Ness at Parkview,0,0"
2996,49.86730711,-97.12139815,"Northbound Eccles at Maplewood,0,0"
2997,49.86665333,-97.12101995,"Southbound Eccles at Oakwood,40,0"
2998,49.82468576,-97.0736481,"Southbound Shorehill at Westwater East,0,0"
2999,49.86411027,-97.11896172,"Southbound Eccles at Balfour,30,0"
3000,49.86410733,-97.11878093,"Northbound Eccles at Balfour,30,0"
3001,49.86334448,-97.11778083,"Northbound Eccles at Clare,30,0"
3002,49.95079216,-97.10497779,"Southbound Main at Highland,30,0"
3003,49.86581479,-97.12034277,"Southbound Eccles at Baltimore,30,0"
3004,49.94070554,-97.07749838,"Southbound Rothesay at Springfield,0,0"
3005,49.86512883,-97.11964577,"Northbound Eccles at Ashland,30,0"
3006,49.82950651,-97.1987038,"Northbound Lindenwood at Lindenshore,40,0"
3007,49.81532014,-97.19170995,"Northbound Henlow at Scurfield,0,0"
3008,49.82759288,-97.1971202,"Southbound Lindenwood at Lindenwood West,20,0"
3009,49.82757783,-97.19673142,"Northbound Lindenwood at Lindenwood West,30,0"
3010,49.81455587,-97.20038497,"Westbound Scurfield at Columbia East,20,0"
3011,49.80652352,-97.13117441,"Eastbound Freedman at Maclean,40,0"
3012,49.80920306,-97.20903448,"Westbound Scurfield at Fleetwood East,0,0"
3013,49.82931111,-97.19886402,"Southbound Lindenwood at Lindenshore,10,0"
3014,49.81430847,-97.20067217,"Eastbound Scurfield at Columbia East,30,0"
3015,49.83453939,-97.15052397,"Southbound Pembina at Royse,20,0"
3016,49.86747977,-97.16354436,"Westbound Corydon at Harrow,20,0"
3017,49.89383098,-97.1906985,"Eastbound Ellice at Strathcona,30,0"
3018,49.89387838,-97.19200558,"Eastbound Ellice at Strathcona West,0,0"
3019,49.89413769,-97.1953655,"Westbound Ellice at Empress,10,0"
3020,49.9267764,-97.15064651,"Northbound Arlington at Mountain,10,0"
3021,49.95212561,-97.19867751,"Eastbound Garton at Inkster Garden North,20,0"
3022,49.89404586,-97.197555,"Eastbound Ellice at Milt Stegall,20,0"
3023,49.9444908,-97.08663087,"Westbound Sutton at Henderson,10,0"
3024,49.90338408,-97.16103927,"Southbound Emily at McDermot (HSC),0,0"
3025,49.8981362,-97.15232664,"Eastbound Cumberland at Balmoral,30,0"
3026,49.92651726,-97.15075396,"Westbound Mountain at Arlington,10,0"
3027,49.89352978,-97.16868217,"Northbound Arlington at Ellice,20,0"
3028,49.89335417,-97.16895337,"Southbound Arlington at Ellice,0,0"
3029,49.89068161,-97.16888744,"Northbound Arlington at St. Matthews,0,0"
3030,49.89013765,-97.16918649,"Southbound Arlington at St. Matthews,0,0"
3031,49.88995245,-97.17055794,"Northbound Burnell at St. Matthews,30,0"
3032,49.88788615,-97.1707196,"Northbound Burnell at St. Paul,30,0"
3033,49.88560366,-97.17086157,"Northbound Burnell at Portage,30,0"
3034,49.88586978,-97.16948718,"Southbound Arlington at Portage,40,0"
3035,49.9007776,-96.99381609,"Eastbound Kildare at Leola,40,0"
3036,49.80807879,-97.09854815,"Westbound Burland at John Forsyth,20,0"
3037,49.89663446,-97.15969453,"Westbound Sargent at Maryland,20,0"
3038,49.89694738,-97.16865026,"Southbound Arlington at Sargent,10,0"
3039,49.89669259,-97.16846496,"Northbound Arlington at Sargent,10,0"
3040,49.89666765,-97.16632148,"Eastbound Sargent at Simcoe,10,0"
3041,49.8968978,-97.16835971,"Westbound Sargent at Arlington,30,0"
3042,49.8965964,-97.16409622,"Eastbound Sargent at Toronto,40,0"
3043,49.88392393,-97.2107255,"Westbound Ness at Berry,30,0"
3044,49.89681837,-97.17130086,"Eastbound Sargent at Banning,20,0"
3045,49.89701135,-97.17212906,"Westbound Sargent at Banning,40,0"
3046,49.89674238,-97.16876942,"Eastbound Sargent at Arlington,0,0"
3047,49.92990007,-97.22612084,"Southbound Omands Creek at Winfield,0,0"
3048,49.89803333,-97.20467535,"Westbound Sargent at Bradford,10,0"
3049,49.90876048,-97.18252113,"Eastbound Notre Dame at Erin,40,0"
3050,49.94429004,-97.08645762,"Eastbound Sutton at Henderson,0,0"
3051,49.82063436,-97.13659514,"Northbound River at Riel,20,0"
3052,49.89731494,-97.18169798,"Westbound Sargent at Wall,20,0"
3053,49.89678789,-97.16482697,"Westbound Sargent at Beverley,20,0"
3054,49.90918624,-97.18328512,"Westbound Notre Dame at Erin,40,0"
3055,49.87355576,-97.17976513,"Eastbound Academy at Elm,0,0"
3056,49.91150106,-97.01685593,"Northbound Meadow Lake at Lynn Lake,30,0"
3057,49.89436159,-97.20282047,"Westbound Ellice at Century,30,0"
3058,49.89580664,-97.10558716,"Southbound Archibald at Provencher,10,0"
